735997.9167,   4.30,   3.00
735997.9583,   2.30,   3.00
735998.0000,  -0.10,   3.00
735998.0417,  -2.60,   2.90
735998.0833,  -4.20,   2.80
735998.1250,  -5.00,   2.70
735998.1667,  -5.00,   2.60
735998.2083,  -5.00,   2.50
735998.2500,  -5.20,   2.40
735998.2917,  -5.90,   2.30
735998.3333,  -6.50,   2.20
735998.3750,  -6.80,   2.20
735998.4167,  -6.80,   2.10
735998.4583,  -6.80,   1.90
735998.5000,  -7.00,   1.90
735998.5417,  -5.70,   1.80
735998.5833,  -4.80,   1.80
735998.6250,  -3.90,   1.70
735998.6667,  -3.90,   1.80
735998.7083,  -2.80,   1.90
735998.7500,  -2.50,   2.10
735998.7917,  -1.70,   2.20
735998.8333,  -1.10,   2.20
735998.8750,  -1.30,   2.30
735998.9167,  -1.50,   2.20
735998.9583,  -2.20,   2.30
735999.0000,  -2.50,   2.20
735999.0417,  -2.50,   2.20
735999.0833,  -2.50,   2.10
735999.1250,  -1.70,   2.10
735999.1667,  -1.20,   1.90
735999.2083,  -0.70,   1.90
735999.2500,  -0.10,   1.90
735999.2917,   0.10,   1.90
735999.3333,   0.60,   2.00
735999.3750,   0.70,   2.00
735999.4167,   1.20,   1.80
735999.4583,   1.60,   1.80
735999.5000,   2.10,   1.90
735999.5417,   2.50,   1.90
735999.5833,   3.10,   1.70
735999.6250,   3.20,   1.90
735999.6667,   3.20,   2.00
735999.7083,   3.30,   2.20
735999.7500,   3.40,   2.50
735999.7917,   3.50,   2.80
735999.8333,   3.70,   2.90
735999.8750,   3.80,   3.00
735999.9167,   3.70,   3.10
735999.9583,   3.70,   3.10
736000.0000,   3.80,   3.10
736000.0417,   3.80,   3.00
736000.0833,   3.70,   3.00
736000.1250,   3.50,   2.90
736000.1667,   3.30,   2.80
736000.2083,   3.10,   2.80
736000.2500,   3.60,   2.80
736000.2917,   3.40,   2.70
736000.3333,   3.40,   2.70
736000.3750,   3.30,   2.80
736000.4167,   3.70,   2.80
736000.4583,   4.40,   2.80
736000.5000,   3.20,   2.80
